seed,recorded_evaluation,ie,delta,logNe,logT,logNp,As_pct,Az_deg,R_Rsun,FS_Rsun,H_Rsun,incl_deg,Bbase_G,shift_x,shift_y,Q_total,Qimg_6p77,Qimg_9p69,Qspec
11001,1,0.282800019,5.29600048,7.54750013,8,1.74000013,-39.5199966,-71.6399994,0.00337200006,0.0426199995,0.0654200017,-38.0400009,1119.19995,0,0,160.495193,1.76918721,2.15213227,26.0956478
11001,1,2.30910015,3.21600008,7.76249981,8,2.05200005,-46.3999977,-28.4399986,0.0292160027,0.0443300009,0.0878400058,-20.9999962,4426.7002,0,0,60.4257278,46.4783211,3.19648623,1.79181981
11001,1,1.07860005,3.54400015,7.99000025,8,3.42400026,-55.0400009,-52.9199982,0.0180720016,0.0518350005,0.0275150016,-53.4000015,1790.50012,0,0,12.210907,6.45339537,2.95713282,0.466729701
11001,1,0.977400064,3.86400008,7.44999981,8,3.67600012,68.0000153,-33.659996,0.00751600042,0.0708350018,0.0993350074,45.840004,3809.30005,0,0,19.6372929,9.08740711,2.48339224,1.34441543
11001,1,0.703700006,3.75200009,7.35500002,8,1.05200005,-15.0399933,-41.0399971,0.026556002,0.0939200073,0.0876500085,-1.43999481,4039.6001,0,0,34.124649,17.0585175,5.33193827,1.95569861
11001,1,2.23780012,3.27200007,7.20749998,8,2.90400004,67.5200043,-37.7999954,0.018744003,0.0999050066,0.0718800053,-59.6399994,2138.3999,-5,-5,6.49815845,1.41655993,1.75532615,0.554378748
11001,1,1.03030002,3.32000017,7.34250021,8,2.10800004,-20.3199959,72,0.00970000029,0.0937300026,0.084800005,-60,702.700012,0,0,28.083353,8.06493282,4.45057154,2.59464169
11001,1,1.07860005,3.54400015,7.99000025,8,3.66400027,-42.5599976,-20.3399963,0.0193600003,0.0555399992,0.0927800015,-41.6399994,3853.40015,0,0,42.0373955,21.1218033,4.72527218,2.69838667
11001,1,0.570300043,3.23200011,7.78499985,8,0.716000021,-18.3999977,-14.9399948,0.00662000012,0.0967700034,0.0853700042,-48.5999985,2221.7002,0,0,13.6868782,8.18970776,3.02661729,0.41175887
11001,1,0.977400064,3.86400008,7.44999981,8,3.42400026,-55.0400009,-54,0.0180720016,0.0518350005,0.0278000012,42.1200027,4524.7002,0,0,19.7369385,11.239481,4.83756638,0.609981716
